ID	Type	Label	Parent
ID	TYPE	A rdfs:label	SC %
AfPO:0000277	class	Western African	HANCESTRO:0010
AfPO:0000410	class	Adele	(RO:0000086 some HANCESTRO:0599)
AfPO:0000325	class	Afrikaner	(RO:0000086 some HANCESTRO:0599)
